device_id,device_name,classification,age_fraction,manufacturer_risk_tier,temperature,vibration,hours_used,failed,true_failure_probability,voltage
55282,Device Recall  Titanium Fletcherstyle Applicator Set  Defined Geometry  CT Compatible,Radiology Devices,0.343,high,27.16,0.86,2336.26,0,0.349,212.85
52487,Protg,Gastroenterology-Urology Devices,0.753,low,,2.75,7736.59,1,0.599,223.66
54798,Porous Plasma Spray (PPS) Ringloc  Acetabular System,Orthopedic Devices,0.676,high,,4.36,7051.76,1,0.675,218.27
102325,Procedure Kit,Cardiovascular Devices,0.137,medium,30.53,-0.01,339.65,0,0.152,201.6
19569,Device Recall  Draeger Jaundice Meter JM105,Clinical Chemistry and Clinical Toxicology Devices,0.345,medium,17.38,,1840.6,0,0.278,202.0
108797,FreeStyle Mini® and FreeStyle® Blood Glucose Monitoring Systems,Clinical Chemistry and Clinical Toxicology Devices,0.295,low,17.29,,1548.66,0,0.181,204.36
59213,"Device Recall  Medtronic GRAFTON (R) DBM, Flex 2.5cm x 10cm, REF T42100",Orthopedic Devices,0.687,medium,,3.85,8125.59,1,0.619,220.24
16024,"Device Recall  CareFusion, SnowdenPencer, DiamondFlex",General and Plastic Surgery Devices,0.45,medium,27.7,0.74,3034.4,0,0.367,
51551,Transpac IV Monitoring Kit,Cardiovascular Devices,0.236,high,31.12,0.32,282.22,0,0.277,201.45
14702,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.209,high,,0.16,739.72,0,0.269,203.07
52377,"Endo GIA"" Auto Suture"" Universal Articulating Loading Unit",General and Plastic Surgery Devices,0.475,medium,28.81,0.87,2807.83,0,0.39,
96914,Device Recall  SigmaAldrich Histopaque1119,Hematology and Pathology Devices,0.314,low,17.45,,1214.04,0,0.18,202.31
101600,"13.5CM ANGLE ATTACHMENT, BLACK MAX",General and Plastic Surgery Devices,0.462,high,28.26,0.93,3212.78,0,0.456,
102455,"Osteofil + RT Allograft Paste in varying sizes.  Product is labeled in part:  ''***Processed at: Regeneration TECHNOLOGIES, INC. Alachua, Florida USA***SINGLE PATIENT USE ONLY***''.",Orthopedic Devices,0.576,medium,,2.52,4684.97,0,0.485,213.72
103962,Zimmer NexGen LPS,Orthopedic Devices,0.627,medium,,2.77,5787.25,1,0.527,214.61
98079,Device Recall  Terumo Custom Kit,Cardiovascular Devices,0.606,high,35.31,1.62,7719.18,1,0.579,213.1
59713,Device Recall  4LEAD TUR IRRIGATION SET,General and Plastic Surgery Devices,0.332,high,27.44,0.43,1418.37,0,0.352,
59545,Device Recall  Claymount Harmony2 Bucky,Radiology Devices,0.23,low,26.46,0.49,2780.84,0,0.139,212.52
50742,Head & Neck Pack  contains Devon Light Glove,General and Plastic Surgery Devices,0.622,high,31.46,1.44,5336.24,1,0.598,
64933,Neuron Delivery Catheter 070,Cardiovascular Devices,0.418,low,32.54,0.85,3729.41,0,0.263,205.74
22153,Device Recall  P.F.C.,Orthopedic Devices,0.9,high,,6.53,12527.51,1,0.919,230.91
52265,LPlate,Orthopedic Devices,0.034,medium,,0.22,-139.99,0,0.099,199.43
53830,King Systems Universal Flex2 Breathing Circuit,Anesthesiology Devices,0.535,high,25.5,,5510.15,1,0.526,212.87
95676,Device Recall  AXSOS PLUS LOCKING PLATE SYSTEM,Orthopedic Devices,0.299,high,,0.64,1242.89,0,0.319,202.7
58926,Device Recall  Portex Arterial Blood Sampling Line Draw Syringes,Clinical Chemistry and Clinical Toxicology Devices,0.338,high,17.46,,1592.74,0,0.344,202.4
97804,"Device Recall  DePuy ASR 100 Acetabular Implant, 54 mm",Orthopedic Devices,0.613,high,,2.85,5741.18,1,0.593,215.06
90805,DIMENSION VISTA SYSTEM LOCI ESTRADIOL (E2) REAGENT,Clinical Chemistry and Clinical Toxicology Devices,0.326,high,15.91,,2384.46,0,0.34,203.76
93411,Device Recall  BioHorizons 0.050 Hex Driver,Dental Devices,0.655,medium,,2.59,3958.82,1,0.571,219.36
13052,Device Recall  Zimmer,Orthopedic Devices,0.255,medium,,0.21,1324.09,0,0.225,203.5
18866,Device Recall  AVID TruCustom,General and Plastic Surgery Devices,0.338,medium,26.57,0.58,2210.87,0,0.291,
93471,Device Recall  Practix 300,Radiology Devices,0.241,high,24.79,0.22,2710.52,0,0.284,213.27
23109,Device Recall  Innova 4100,Radiology Devices,0.655,high,35.45,2.53,10123.65,1,0.632,226.69
88024,COLLEAGUE 3 VOLUMETRIC INFUSION PUMP,General Hospital and Personal Use Devices,0.634,high,27.18,,5328.86,1,0.618,216.62
95046,Device Recall  Eclipse V. 6.5,Radiology Devices,0.201,medium,25.77,-0.18,371.68,0,0.177,210.36
95149,"Device Recall  FilterWire EZ"" Embolic Protection System",Cardiovascular Devices,0.196,high,30.17,0.15,660.66,0,0.252,201.85
58998,Device Recall  Carestream DRXEvolution with Full Featured (FF) Wall Stand (WS),Radiology Devices,0.361,low,28.31,0.8,3470.05,0,0.223,215.36
23078,Device Recall  Diagnostic Ultrasound Transducer,Radiology Devices,0.545,low,34.59,1.92,6941.34,0,0.389,221.88
98217,Device Recall  OptiSeal Valved PTFE Peelable Introducer,Cardiovascular Devices,0.495,low,34.06,1.22,3808.8,0,0.334,211.49
15048,Device Recall  Guide and KWires for T2 and Gamma Systems,Orthopedic Devices,0.697,medium,,3.84,7432.59,1,0.609,218.42
53729,OneTouch Ping Glucose Monitoring System,General Hospital and Personal Use Devices,0.528,medium,25.9,,2790.62,0,0.435,210.19
22276,Device Recall  P.F.C.,Orthopedic Devices,0.527,high,,2.2,4059.15,1,0.506,209.92
103655,Terumo Advanced Perfusion System 1,Cardiovascular Devices,0.133,high,30.55,0.11,948.16,0,0.222,199.33
57409,Device Recall  Needle Counters,General and Plastic Surgery Devices,0.594,high,31.25,1.45,4591.26,1,0.576,
99138,Device Recall  Dermabond Topical Skin Adhesive,General and Plastic Surgery Devices,0.381,medium,28.11,0.55,1747.99,0,0.318,
102957,Clinical Chemistry Creatine Kinase,Clinical Chemistry and Clinical Toxicology Devices,0.821,medium,28.76,,11267.36,1,0.763,227.86
99034,Device Recall  PICC/Central Line Dressing Change Tray,General and Plastic Surgery Devices,0.139,high,25.5,0.26,-502.78,0,0.227,
17500,Device Recall  Delta,Cardiovascular Devices,0.38,medium,31.62,0.8,1933.38,0,0.308,205.76
93498,Device Recall  Architect AUSAB Calibrators,Immunology and Microbiology Devices,0.304,medium,16.28,,1074.19,0,0.257,205.39
18455,Device Recall  MOOG Curlin Infusion Administration Set,General Hospital and Personal Use Devices,0.357,medium,24.33,,655.13,0,0.3,205.08
15156,Device Recall  Zimmer,Orthopedic Devices,0.294,high,,0.65,1730.06,0,0.326,203.89
96532,Device Recall  Multifunctional electrode/defibrillation electrode,Cardiovascular Devices,0.401,low,31.16,0.85,3285.72,0,0.247,207.13
51402,Lithotomy Pack,General and Plastic Surgery Devices,0.207,high,25.17,0.02,852.94,0,0.254,
99912,"Biomet Series A Asymmetrical Patella size 28mm, three pegs  184791",Orthopedic Devices,0.574,high,,2.44,5144.5,1,0.552,212.31
93846,Device Recall  ECAT EXACT 47,Radiology Devices,0.798,medium,40.92,3.87,15750.01,1,0.733,238.09
53008,"Electrosurgical, cutting & coagulation & accessories.",General and Plastic Surgery Devices,0.414,low,27.17,0.61,2769.67,0,0.258,
14995,Device Recall  Customed,General and Plastic Surgery Devices,0.149,high,25.14,-0.21,172.52,0,0.22,
19450,Device Recall  Medtronic ZEVO(TM) Anterior Cervical Plate System SLOT SCREW,Orthopedic Devices,0.488,medium,,1.76,3549.66,0,0.404,209.53
99800,IBC Suction Wand,Cardiovascular Devices,0.397,low,32.92,0.77,3131.2,0,0.256,207.34
97327,"Device Recall  JOURNEY "" UNI TIBIAL INSERT LEFT MEDIAL/RIGHT LATERAL,",Orthopedic Devices,0.6,high,,2.85,5604.89,1,0.582,214.0
97333,"Device Recall  JOURNEY "" UNI TIBIAL INSERT RIGHT MEDIAL/ LEFT LATERAL,",Orthopedic Devices,0.716,high,,4.2,9003.25,1,0.719,220.87
101384,Guider Softip XF;,Cardiovascular Devices,0.444,high,33.17,1.05,3818.59,0,0.439,207.26
55192,Device Recall  OnBoard Imager (OBI); Trilogy Mx,Radiology Devices,0.131,high,25.67,0.17,834.38,0,0.221,210.85
17836,Device Recall  Spectranetics TurboElite Laser Atherectomy Catheters,Cardiovascular Devices,0.328,low,31.63,0.33,1934.64,0,0.19,204.0
115487,Perceval Sutureless Aortic Heart Valves (bioprosthetic heart valve),Cardiovascular Devices,0.635,medium,35.75,1.93,7080.32,1,0.54,217.08
35227,the application of DBS Lead Cups for implantable Deep Brain Stimulation Leads,Neurological Devices,0.67,high,33.07,1.95,7687.05,1,0.661,217.95
101375,Guider Softip XF;,Cardiovascular Devices,0.064,high,30.24,0.12,-190.73,0,0.183,197.89
96595,Device Recall  Orthopediatrics IM Femoral Nail,Orthopedic Devices,0.436,medium,,1.79,3764.93,0,0.371,206.2
50073,FLEXSTENT Femoropopliteal SelfExpanding Stent System (EU Commercial 80 cm Length),Cardiovascular Devices,0.388,medium,32.58,0.49,2621.71,0,0.321,207.63
21687,"Cypher Sirolimus-eluting Coronary Stent on Raptor Over-the-Wire Delivery System (CWSxxxxx), and Cypher RX Sirolimus-eluting Coronary Stent on RaptorRail Rapid Exchange Delivery System CXSxxxxx",Cardiovascular Devices,0.788,medium,39.83,3.15,13040.72,1,0.718,223.17
55066,Device Recall  DYONICSArthroscopic Blade,Orthopedic Devices,0.088,medium,,0.08,873.51,0,0.132,200.7
20448,"Microflow Needles, catalog #DP8200, with 0 degree tapering, labeled in part ***Non-sterile, Manufactured for Bausch and Lomb, Inc. Rochester, NY 14609***,  packaged 6 needles/box.",Ophthalmic Devices,0.262,low,19.98,,735.28,0,0.131,200.85
18516,Device Recall  S.M.A.R.T. Flex Biliary/Vascular selfexpanding stent system,Gastroenterology-Urology Devices,0.594,medium,,1.75,4748.9,1,0.509,214.49
98875,Device Recall  TLok Ecomony Bone Marrow Tray,General and Plastic Surgery Devices,0.256,medium,25.94,0.41,1209.62,0,0.232,
96034,Device Recall  DERMA PRENE POWDERFREE SYNTHETIC SURGICAL GLOVES (CHEMOTHERAPY USE),General Hospital and Personal Use Devices,0.356,medium,22.46,,2008.83,0,0.302,204.96
59368,Device Recall  ARCHITECT Intact PTH Control,Clinical Chemistry and Clinical Toxicology Devices,0.183,high,16.41,,1153.15,0,0.256,200.66
19143,Device Recall  Osteotome Chisel,General and Plastic Surgery Devices,0.558,low,29.94,1.23,4122.51,0,0.385,
53764,"Open & Unused Items - This refers to a sterilization service provided by by SterilMed, Inc.  (devices were not reprocessed) for Class 1 and Class 2 devices that were opened, most likely in O. R. suites, in which for whatever reason the physician elected to select a different type of device, different size of device, or maybe elected to not use the device at all in a procedure.  This is not a process regulated by FDA, but is included in the recall process as product would still be considered misbranded and or represent a potential risk to patients. || Model #'s: || ABB6543-01 || ABB6544-01 || ACM23116 || ACR800-499 || ACU014719 || ALL2N2704X || ALLASC1201 || ALLF-5501 || ALLSU130-404E || ARTAR-6530 || ARTAR-6540 || ARTAR-6560 || ARTAR-6562 || ARTAR-6564 || ARTAR-6570 || AUT054887 || AUT059035 || AUT059037 || AUT174001 || AUT8886803712 || AUTGIA6025S || BAL60417 || BAR0043620 || BAR0070740 || BAR0601110 || BAR072231 || BARBRD100R || BAX2C4005 || BER610 || BIO418200 || BIO631031 || BOUTC001NSKA || CARASU1510 || COD26-1221 || CON130309 || CON130321 || CON134006 || CON1412 || CON29410 || CON29415H || CON29496 || CON60-6085-100 || CON8535 || CON9413 || CON9448 || COO081012 || COO081014 || COOCTI-512N || COOTD-1 || COOZSI1151 || DAV0035280 || DAV0043650 || DEN50-7000 || DEN50-7500 || DER28-0211 || DLP10012 || EDWDSAFE61 || EDWFEMII016A || ETH10BB || ETH2189 || ETH2211 || ETH5BB || ETH6TB45 || ETHBTD05 || ETHPMW35 || ETHPRW35 || ETHPXW35 || ETHUV120 || FUT4549 || GUIOM-9000S || GUIXP-4000 || GYR240060 || GYR240072 || GYR70138000 || GYR7013-8100 || GYR70140257 || JOH2214 || KEN31140240 || KEN31140562 || KEN8884720221 || KEN8888505172 || KIM111 || KIM228 || kim279 || KIM311 || KIM330 || KIM345 || KIM70321 || KIM79043 || KIM79870 || KIM79878 || KIM888 || KIM89601 || KIM95111 || KIM95521 || KIR10-4000 || KIR10-4001 || KIR14-3000 || KRO6003 || LIN9718 || LINESA-5333 || LINESA-5339 || MECEPT03 || MED05897/JP2311 || MED10001S/JP10001 || MED11348/DYNJP2500 || MED14184/JP2414 || MED14184A/JP2414A || MED21394P/JP2302P || MED2457S/JP8303 || MED2505/JP2510 || MED3110A/JP3003A || MED3110S/JP3003 || MED3130S/JP3008 || MED3140S/JP3005 || MED3820A/JP3102A || MED3820S/JP3102 || MED4202S/JP4003 || MED6052-53 || MED8610S/JP8005 || MED91263 || MED96570-021 || MEDDYNJ01201H || MEDDYNJ05933 || MEDDYNJO5933 || MEDDYNJP8201 || MEDSPT-2314/JP2314HD || MEG0012 || MEG0020 || MEG0035H || MEG0039H || MIC390-310 || MIC6131 || MIC6237 || MIC670-308 || MIC710-111 || MIC81010 || MPS5001689 || OLS20-1410KI || ORSORS-300 || Q2M20-1370 || RMITF-3646-0 || SMI4116 || SMI4615 || SMI4616 || SMI71111579 || SMI7204727 || SMI72200195 || SPIXDWIK28 || STR1608-2-59 || STR1608-2-63 || STR206-16 || STR206-546 || STR250-070-530 || STR250-070-540 || STR275-802-000 || STR306-553 || STR350-202-000 || STR3910-075-500 || STR3910-075-501 || STR3910-075-650 || STR3910-075-651 || STR3910-075-800 || STR400-800 || STR501-140-50 || STR5120-103-15 || STR606-563 || STR620-030-301 || STR620-030-407 || STR620-30-301 || SYN55.36E || SYNSDLB || TELDP-40K || TELMDP-40K || TER5842 || TERL7328 || TEX311033-000 || USE00712031 || VALE1450-6 || VALE1510 || VALE2350H || VALE2450H || VALE2505-10FR || VALE2515H || VALE2516H || WAL909009 || WEC528235 || WEL24-6001 || XOM1014242 || XOM10-46001 || XOM1850200 || XOM31-55631 || XOM31-55632 || XOM31-55636 || XOM31-55637 || XOM31-55638 and || XOM8225825",General and Plastic Surgery Devices,0.252,medium,26.03,0.23,753.64,0,0.219,
55938,Device Recall  Vision Sciences Battery,"Ear, Nose, and Throat Devices",0.302,low,,0.5,1130.94,0,0.181,203.0
98688,Device Recall  DEPUY ASR ACETABULAR CUP SYSTEM,Orthopedic Devices,0.409,high,,1.27,2281.18,0,0.405,206.61
23721,Device Recall  Skytron Infinity Series surgical light,General and Plastic Surgery Devices,0.351,medium,27.46,0.57,522.86,0,0.287,
55275,Device Recall  Fluoroscan Mini Carm,Radiology Devices,0.242,medium,26.31,0.34,2714.55,0,0.219,212.09
50715,"Lipo Pack, Liposuction Expended Pack, and Liposuction Tray  contains Devon Light Glove",General and Plastic Surgery Devices,0.282,high,26.21,0.4,1380.59,0,0.317,
94486,Device Recall  BHM Medical Infrared (IR) Hand Control System,General Hospital and Personal Use Devices,0.073,medium,20.36,,-795.03,0,0.116,200.15
95793,Device Recall  Digital Fluoroscopic Imaging System,Radiology Devices,0.448,high,30.68,1.34,5669.77,0,0.455,219.87
98852,Device Recall  Panorama HFO,Radiology Devices,0.525,high,31.92,1.97,7310.64,1,0.518,221.06
104082,Synthes Spiral Blade Component of the Synthes Modular Blade Plate System,Orthopedic Devices,0.431,high,,1.75,2558.18,0,0.437,209.25
96073,Device Recall  Malibu Polyaxial Screw,Orthopedic Devices,0.797,medium,,5.12,9334.2,1,0.724,225.61
31913,Roadrunner UniGlide hydrophilic wire guide,Cardiovascular Devices,0.342,medium,32.08,0.59,1881.81,0,0.284,203.96
101393,Ortho Clinical Diagnostics VITROS Immunodiagnostic Products iPTH ReagentPack,Clinical Chemistry and Clinical Toxicology Devices,0.656,medium,24.41,,6736.84,1,0.574,217.44
100626,VITROS 5600 Integrated System,Clinical Chemistry and Clinical Toxicology Devices,0.211,high,16.15,,893.5,0,0.27,202.18
58593,Device Recall  ACL TOP Family,Hematology and Pathology Devices,0.308,medium,16.42,,1723.38,0,0.262,204.29
53379,IgM ELISA Kit,Immunology and Microbiology Devices,0.593,low,22.82,,5411.42,0,0.426,212.4
20781,Device Recall  Cruciform Slit Valve,Neurological Devices,0.128,low,25.99,0.06,998.96,0,0.074,200.4
97507,Device Recall  iSTAT EC4 cartridges,Hematology and Pathology Devices,0.647,medium,23.79,,6308.17,1,0.565,217.23
23584,Device Recall  FloGard 6200 Volumetric Infusion Pumps,General Hospital and Personal Use Devices,0.427,high,24.08,,2282.2,0,0.433,208.4
59346,Device Recall  FreeStyle Flash Blood Glucose Monitors,Clinical Chemistry and Clinical Toxicology Devices,0.24,medium,17.09,,286.73,0,0.215,202.39
93783,Device Recall  Guidant VITALITY  ICD,Cardiovascular Devices,0.187,high,30.43,0.06,1508.32,0,0.253,202.12
115024,Oxylog Transport Ventilator,Anesthesiology Devices,0.11,medium,20.28,,-182.01,0,0.132,198.92
51446,Shoulder Arthroscopy Pack,General and Plastic Surgery Devices,0.438,high,27.68,0.84,3181.88,0,0.436,
58709,Device Recall  VITROS Chemistry Products ALKP Slides,Clinical Chemistry and Clinical Toxicology Devices,0.1,high,16.59,,199.25,0,0.216,201.88
18277,Device Recall  Artis zee floor,Radiology Devices,0.809,high,41.59,3.94,15649.64,1,0.804,235.2
98809,Device Recall  H pylori IgG ELISA kit,Immunology and Microbiology Devices,0.423,medium,17.36,,3505.55,0,0.343,205.29
114447,Trellis 8 Peripheral Infusion System,Cardiovascular Devices,0.317,medium,30.5,0.55,1159.42,0,0.251,202.14
50392,Picture Archive Communication System (PACS),Radiology Devices,0.46,low,31.18,1.8,4911.36,0,0.309,216.45
100965,CSection Pack,Obstetrical and Gynecological Devices,0.531,high,29.14,,3399.08,1,0.507,209.89
16080,Device Recall  LeMaitre Vascular AnastoClip AC Closure System,General and Plastic Surgery Devices,0.248,high,26.68,0.22,367.44,0,0.289,
54651,Innova 2121IQ/31311Q Biplane Cardiovascular Imaging System,Radiology Devices,0.129,high,24.82,0.27,408.78,0,0.218,211.16
13072,Device Recall  NAMIC (TM) Convenience Kit,Cardiovascular Devices,0.468,high,32.76,1.33,4472.67,0,0.459,208.12
18023,Device Recall  DLP Pressure Monitoring Extension Line Adapters,Cardiovascular Devices,0.259,medium,30.57,0.3,1604.33,0,0.225,203.21
15024,"Device Recall  VERSYS HIP SYSTEM BEADED MIDCOAT LOW HEAD CENTER HIP PROSTHESIS, MODEL 007840XXXXX",Orthopedic Devices,0.321,high,,1.04,1578.18,0,0.346,204.29
99454,Device Recall  Hospira Primary Microbore Gemstar Split Set,General and Plastic Surgery Devices,0.291,high,27.63,0.22,1065.65,0,0.324,
50883," Sterile, OR0639  Hip Shoulder  surgical kit",General and Plastic Surgery Devices,0.147,high,24.25,0.09,137.11,0,0.221,
100265,"GE Healthcare, Innova 2100IQ, Innova 3100IQ, Innova 4100IQ",Radiology Devices,0.603,high,34.97,2.11,9983.16,1,0.588,223.37
103562,IMAGER II UROLOGY TORQUE CATHETER,Gastroenterology-Urology Devices,0.587,high,,1.8,4598.09,1,0.579,215.56
103774,"VITEK 2 Gram Negative Susceptibility Card, ASTN104",Immunology and Microbiology Devices,0.668,high,24.07,,7501.41,1,0.659,217.6
102634,Easy Mate Portable Liquid Oxygen PM2200 Series,Anesthesiology Devices,0.594,low,27.78,,6162.81,0,0.423,212.32
49943,Cozy Comfort Premier Recliner 5580,Physical Medicine Devices,0.764,medium,,3.6,7219.2,1,0.685,225.09
55001,Device Recall  Innova SelfExpanding Stent System,Cardiovascular Devices,0.155,high,30.98,0.39,525.09,0,0.243,201.6
99240,Device Recall  ACCUCHEK FlexLink Plus,General Hospital and Personal Use Devices,0.342,medium,22.37,,1772.92,0,0.292,204.93
14063,Device Recall  BREAST PACKTPSC,General and Plastic Surgery Devices,0.74,high,34.32,2.22,7950.09,1,0.734,
59318,Device Recall  RENASYSF Foam Dressing Kit with Soft Port,General and Plastic Surgery Devices,0.36,medium,27.04,0.72,2421.56,0,0.313,
57762,Device Recall  Inspira AIR Balloon Dilation system,"Ear, Nose, and Throat Devices",0.668,medium,,2.24,4010.91,1,0.578,216.91
97690,Device Recall  Access Immunoassay Systems Estradiol,Clinical Chemistry and Clinical Toxicology Devices,0.692,high,24.72,,8097.54,1,0.684,219.74
60081,Device Recall  Becton Dickinson and Company,Hematology and Pathology Devices,0.087,high,15.26,,-40.58,0,0.192,200.14
19664,Device Recall  Microintroducer Kit,Cardiovascular Devices,0.362,high,31.79,0.93,2663.99,0,0.376,204.94
16139,Device Recall  Junction Boxes,General Hospital and Personal Use Devices,0.224,medium,20.94,,103.25,0,0.195,201.57
16791,Device Recall  Toshiba Ultimax DREX  ULT80 Xray generator,Radiology Devices,0.404,medium,29.87,1.19,3891.75,0,0.349,219.09
50164,TWINFIX Ultra HA Suture Anchor & TWINFIX Ultra PLLA/HA Suture Anchor,Orthopedic Devices,0.52,high,,2.2,3718.84,1,0.509,212.38
100959,Total Temporomandibular Joint Replacement System,Dental Devices,0.733,medium,,3.47,5397.03,1,0.657,221.12
22588,"Staarvisic II || Sodium Hyaluronate, 0.8 mL",Ophthalmic Devices,0.501,medium,24.08,,3200.34,0,0.422,210.44
15467,Device Recall  da Vinci S Surgical System,General and Plastic Surgery Devices,0.552,high,30.57,1.14,4362.52,1,0.537,
14590,Device Recall  BD Vacutainer Brand Plus EDTA Blood Collection Tubes,Clinical Chemistry and Clinical Toxicology Devices,0.303,high,17.38,,1128.87,0,0.334,205.16
16819,Device Recall  Ambra PACS,Radiology Devices,0.736,low,38.06,3.06,12917.24,1,0.563,230.54
50492,Philips Allura,Radiology Devices,0.084,high,25.86,-0.03,-545.32,0,0.192,209.24
49458,TERUMO 3T L. V. Control Valve,Cardiovascular Devices,0.181,high,30.36,0.16,531.45,0,0.248,202.45
101689,Medtronic MiniMed(TM) Silhouette(TM),General Hospital and Personal Use Devices,0.235,medium,20.6,,1133.58,0,0.212,202.01
22256,Device Recall  P.F.C.,Orthopedic Devices,0.501,high,,2.43,4499.73,1,0.503,209.95
101177,DrugCheck,Clinical Chemistry and Clinical Toxicology Devices,0.227,high,16.32,,706.15,0,0.274,201.47
55196,Device Recall   Home Strep Test,Immunology and Microbiology Devices,0.476,low,19.39,,3663.19,0,0.318,209.23
21063,Device Recall  Bausch & Lomb,Ophthalmic Devices,0.204,low,20.26,,804.63,0,0.109,200.97
54906,"Device Recall  Pinnacle Pelvic Floor Repair KitAnterior/Apical, and Pinnacle Pelvic Floor Repair KitPosterior",General and Plastic Surgery Devices,0.294,high,25.84,0.41,1804.35,0,0.324,
98461,Device Recall  PLAC Test ELISA Kit,Immunology and Microbiology Devices,0.473,medium,20.08,,3514.56,0,0.398,208.42
60692,Device Recall  LEGION(TM) COCR CONSTRAINED FEMORAL COMPONENT,Orthopedic Devices,0.343,high,,1.1,1884.85,0,0.36,204.36
96838,Device Recall  Sonesta 6202,Gastroenterology-Urology Devices,0.469,low,,1.22,3428.86,0,0.328,210.98
52337,TwoLumen Central Venous Catheterization Kit,General Hospital and Personal Use Devices,0.481,high,25.38,,2856.54,0,0.478,209.62
15449,Device Recall  IMPAK Liquid Acrylic Resin,Dental Devices,0.301,low,,0.71,762.97,0,0.178,203.62
15712,Device Recall  Gas Delivery Engine,Anesthesiology Devices,0.392,medium,22.33,,2655.96,0,0.319,206.01
103715,"Baxter CLEARLINK System, NonDEHP Catheter Extension Set Kit",General Hospital and Personal Use Devices,0.685,high,30.14,,5779.54,1,0.673,217.68
49693,6 MM X 25 MM X 200 MM HA COATED HALF PIN SST,Orthopedic Devices,0.165,high,,0.27,652.93,0,0.236,198.59
103055,Total Knee Joint Replacement Prosthesis,Orthopedic Devices,0.746,high,,4.67,8127.74,1,0.734,221.27
102450,"STA Liatest Free Protein S, cat. 00516.",Hematology and Pathology Devices,0.193,medium,16.57,,280.54,0,0.184,200.77
19687,Device Recall  Xcela 5FDL55cm Maximal Barrier Nursing Kit PG,General Hospital and Personal Use Devices,0.567,high,25.53,,4178.09,1,0.555,214.87
50419,Patient Side Cart Battery Box,General and Plastic Surgery Devices,0.207,high,26.23,0.28,582.65,0,0.271,
101940,Custom Tubing Pack with Bioline Coating,Cardiovascular Devices,0.466,medium,33.36,1.07,3205.6,0,0.384,209.7
20354,Device Recall  Boston Scientific Scimed,Cardiovascular Devices,0.301,medium,30.72,0.51,720.7,0,0.247,203.85
49492,Latex Free Rubber Band,Dental Devices,0.44,medium,,1.48,1854.49,0,0.369,206.83
13639,Device Recall  NakomaSL ACP System,Orthopedic Devices,0.616,low,,3.07,6106.38,0,0.451,214.64
23532,Device Recall  Terumo APS 1,Cardiovascular Devices,0.356,high,31.73,0.82,1717.21,0,0.371,207.0
20854,Device Recall  HideAPort Low Profile Balloon Gastrostomy Tube Kit,Gastroenterology-Urology Devices,0.706,high,,2.34,6526.46,1,0.695,221.97
52171,FullField Digital Mammography Xray System,Radiology Devices,0.625,medium,34.78,2.23,9039.24,1,0.533,225.98
103402,Dynarex and Evergreen,Anesthesiology Devices,0.526,medium,25.22,,4877.05,0,0.44,211.73
51923,"JacksonPratt Silicone Flat Drain, 10mm, 3/4 Ducts. Sterile, Rx Only.",General and Plastic Surgery Devices,0.549,medium,30.46,1.16,4036.29,0,0.462,
108856,Etest® Piperacillin / Tazobactam,Immunology and Microbiology Devices,0.147,medium,15.27,,648.38,0,0.162,202.04
18999,Device Recall  JPlasma Precise(R) OPEN,General and Plastic Surgery Devices,0.379,medium,28.05,0.48,2390.96,0,0.321,
23808,Device Recall  Terumo perfusion,Cardiovascular Devices,0.563,high,35.51,1.62,6517.82,1,0.551,211.86
101398,SynchroMed II Implantable Drug Infusion System,General Hospital and Personal Use Devices,0.719,medium,29.21,,6345.43,1,0.625,219.66
98084,Device Recall  Autoimmune EIA ANA Screening Test Kit Model 96AN,Immunology and Microbiology Devices,0.653,medium,23.09,,6185.22,1,0.556,215.99
22890,Haemonetics Cell Saver 5+ Autogolous Blood Recovery System || Model Number: LN02005-110EP,Anesthesiology Devices,0.738,medium,30.06,,9777.58,1,0.647,220.88
97063,"Device Recall  Stryker Orthopaedics, Duracon XCelerate",Orthopedic Devices,0.496,high,,1.98,3638.29,0,0.482,209.42
100426,STTERRAD 100NX Sterilizer,General Hospital and Personal Use Devices,0.716,high,29.91,,6417.21,1,0.708,221.55
56481,Device Recall  Sarns Modular Perfusion System 8000,Cardiovascular Devices,0.421,high,32.28,0.41,3666.19,0,0.396,203.48
104172,"Spectrum Central Venous Catheter Tray, Minocycline/Rifampin Antibiotic Impregnated, 5 Lumen",General Hospital and Personal Use Devices,0.605,high,26.73,,4168.6,1,0.583,215.49
60532,Device Recall  Customed,Gastroenterology-Urology Devices,0.694,high,,2.71,6498.92,1,0.696,220.6
54532,Cook Medical Ciaglia Blue Dolphin,Anesthesiology Devices,0.238,high,22.41,,766.84,0,0.292,202.92
55507,"Device Recall  Heritage Labs Wellness Kits w/Purple Top,",Hematology and Pathology Devices,0.63,high,22.55,,6299.95,1,0.616,216.66
103446,SigmaAldrich Histopaque1077,Hematology and Pathology Devices,0.596,low,21.71,,5522.98,0,0.427,214.26
56005,Device Recall  AngioDynamics Morpheus Smart PICC CT,General Hospital and Personal Use Devices,0.431,high,23.72,,2274.0,0,0.435,209.21
16804,Device Recall  Oxford Partial Knee System Right Medial Tibial Trial Tray Size C,Orthopedic Devices,0.195,medium,,-0.02,-140.26,0,0.179,202.85
100472,"Sarns""  Venous Return Cannulae",Cardiovascular Devices,0.293,high,31.98,0.56,1332.29,0,0.324,202.39
22176,Device Recall  P.F.C.,Orthopedic Devices,0.438,high,,1.44,2920.53,0,0.439,209.47
