device_id,device_name,classification,age_fraction,temperature,vibration,hours_used,failed,true_failure_probability,voltage
20155,Device Recall  CryoValve,Cardiovascular Devices,0.365,31.71,0.92,2960.48,0,0.244,201.87
106307,HeartStart MRx Monitor/Defibrillator,Cardiovascular Devices,0.528,34.37,1.32,5787.57,0,0.4,209.82
94689,Device Recall  Angled Side Effect Electrode,Orthopedic Devices,0.244,,0.61,1186.21,0,0.157,202.15
17017,Device Recall  Lower Extremity Pack,General and Plastic Surgery Devices,0.2,26.42,0.08,920.0,0,0.128,
18084,Device Recall  Piston Syringe,General Hospital and Personal Use Devices,0.232,21.57,,244.07,0,0.146,203.22
49665,2.7 MM DRILL BIT,Orthopedic Devices,0.137,,-0.07,-430.07,0,0.071,200.64
53700,Coroskop XRay System,Radiology Devices,0.414,29.03,1.16,3425.02,0,0.291,217.17
58718,Device Recall  VITROS Chemistry Products CK Slides,Clinical Chemistry and Clinical Toxicology Devices,0.516,19.54,,4521.28,0,0.385,210.13
50160,TWINFIX Ultra HA Suture Anchor & TWINFIX Ultra PLLA/HA Suture Anchor,Orthopedic Devices,0.583,,2.27,4750.12,0,0.447,213.36
59800,Device Recall  Stryker 3.0mm x 3.8mm Neuro Drill,Neurological Devices,0.504,29.77,0.93,4862.15,0,0.379,208.57
53066,Medtronic,Cardiovascular Devices,0.609,36.14,1.98,7064.47,0,0.498,215.36
94968,Device Recall  Hologic QDR4500  Bone Densitometers,Radiology Devices,0.39,28.52,1.11,2915.25,0,0.265,214.71
17050,Device Recall  Shoulder Arthroscopy Pack,General and Plastic Surgery Devices,0.824,35.96,2.86,9394.88,1,0.75,
98076,Device Recall  Terumo Custom Kit,Cardiovascular Devices,0.167,30.23,0.28,724.21,0,0.099,200.49
96343,Device Recall  SpheRx Posted Pedicle Screw System,Orthopedic Devices,0.56,,2.3,5163.72,1,0.429,210.52
95109,Device Recall  Coronary Control Syringe,General Hospital and Personal Use Devices,0.559,25.98,,4116.4,0,0.435,211.74
99902,Synergy XVI kV Generator,Radiology Devices,0.498,31.21,1.62,6324.73,0,0.374,218.98
14004,Device Recall  HIGADO Y PANCREA,General and Plastic Surgery Devices,0.141,24.16,0.01,818.93,0,0.081,
57499,Device Recall  Subdural Electrode,Neurological Devices,0.468,29.48,0.91,3590.45,0,0.352,209.78
16972,Device Recall  Extremity Pack,General and Plastic Surgery Devices,0.383,27.65,0.7,2086.39,0,0.272,
55247,Device Recall  RUSCH,Gastroenterology-Urology Devices,0.869,,3.72,10156.25,1,0.813,229.93
19123,Device Recall  NEXGEN COMPLETE KNEE SOLUTION LPSFLEX AND KNEE GENDER SOLUTIONS FEMALE (GSF) POROUS,Orthopedic Devices,0.09,,0.2,-738.13,0,0.049,199.14
59776,Device Recall  Stryker 6.0mm Round Fluted Bur,Neurological Devices,0.609,31.83,1.48,5641.24,0,0.486,213.87
12945,"Device Recall  Hudson RCI Humidifier Adaptor, 040.",Anesthesiology Devices,0.433,22.47,,3008.89,0,0.291,206.36
59363,Device Recall  VG Hawkeye,Radiology Devices,0.37,29.23,0.95,3227.56,0,0.269,218.46
94441,Device Recall  ExuDry Wound Dressing,General and Plastic Surgery Devices,0.102,25.12,0.19,-0.21,0,0.06,
13030,Device Recall  Set Screw,Orthopedic Devices,0.442,,1.32,3386.51,0,0.325,209.42
14838,Device Recall  Kopans Breast Lesion Localization Needle,General and Plastic Surgery Devices,0.58,30.99,1.41,4807.04,0,0.465,
98893,Device Recall  Cylindrical Reamer,Orthopedic Devices,0.248,,0.67,1233.47,0,0.17,204.44
3517,Convatec Flexi-Seal Control Faecal Management System,Gastroenterology-Urology Devices,0.325,,0.57,2068.04,0,0.22,202.91
94314,Device Recall  Fire Star,Cardiovascular Devices,0.01,29.14,-0.25,-705.21,0,0.009,201.19
14445,Device Recall  ProScreen,Clinical Chemistry and Clinical Toxicology Devices,0.352,17.28,,2369.36,0,0.234,203.39
57579,Device Recall  Synthes Spine Click X Pedicle Screw,Orthopedic Devices,0.661,,3.5,5845.14,1,0.533,215.42
18406,Device Recall  Lateral Troch Plate Full Crimp,Orthopedic Devices,0.513,,1.78,3407.91,0,0.37,209.27
56766,Device Recall  4.5mm TI Multiloc Screw Length 28MM,Orthopedic Devices,0.317,,0.95,1528.6,0,0.215,204.67
58077,Device Recall  ExactaMix 1200 and 2400 Compounders,General Hospital and Personal Use Devices,0.603,26.88,,4080.3,0,0.474,214.07
102891,UHR,Orthopedic Devices,0.17,,0.01,309.37,0,0.092,200.73
23268,Device Recall  Smith & Nephew,General and Plastic Surgery Devices,0.307,26.69,0.49,933.86,0,0.202,
98667,Device Recall  DEPUY ASR RESURFACING FEMORAL HEADS,Orthopedic Devices,0.288,,0.9,984.09,0,0.189,203.58
60646,"Device Recall  da Vinci Xi"" Surgical System",General and Plastic Surgery Devices,0.434,27.53,0.72,2855.09,0,0.306,
51350,Endoscopy Pack,General and Plastic Surgery Devices,0.033,24.94,0.06,146.63,0,0.021,
57854,Device Recall  Presource PBDS,General Hospital and Personal Use Devices,0.336,22.24,,1108.85,0,0.228,206.22
116365,"StoneBreaker Pneumatic Lithotripter and associated accessories
StoneBreaker Pneumatic Lithotripter, StoneBreaker Exhaust Cap, StoneBreaker Exhaust Line, StoneBreaker Probe Cap, StoneBreaker Sterilization Cap, StoneBreaker CO2 Cartridge, StoneBreaker Single Use Probe",Gastroenterology-Urology Devices,0.372,,0.65,1473.46,0,0.257,207.21
54675,Innova 4100,Radiology Devices,0.214,25.55,0.37,1088.13,0,0.123,209.36
56368,"Device Recall  NexGen Complete Knee Solution, Prolong",Orthopedic Devices,0.169,,-0.15,976.99,0,0.097,200.29
14142,Device Recall  Siemens RAPIDPoint 500 system,Clinical Chemistry and Clinical Toxicology Devices,0.587,22.07,,5999.5,0,0.474,214.25
58978,Device Recall  Siemens,Radiology Devices,0.204,26.28,0.55,2138.74,0,0.132,210.63
96847,Device Recall  Powerheart 9300P automated external defibrillator,Cardiovascular Devices,0.837,40.7,3.33,12887.51,1,0.761,228.74
18094,Device Recall  Glidesheath Slender Hydrophilic Coated Introducer Sheath,Cardiovascular Devices,0.544,34.82,1.62,5901.48,0,0.431,213.4
96458,Device Recall  Restoration Modular Hip System,Orthopedic Devices,0.583,,2.53,5030.63,0,0.46,214.39
60240,Device Recall  Endo & Unipolar Femoral Heads,Orthopedic Devices,0.207,,0.77,-13.86,0,0.132,203.0
98113,"Device Recall  BioRad Laboratories Autoimmune EIA ANA Screening kit, 96 test",Immunology and Microbiology Devices,0.299,17.23,,1713.89,0,0.197,202.37
17297,Device Recall  Curity sodium chloride dressing,General and Plastic Surgery Devices,0.162,25.55,-0.06,131.53,0,0.088,
15185,Device Recall  evaluemed Infant Heel Warmer,Physical Medicine Devices,0.429,,1.21,1737.51,0,0.299,207.54
101546,"Human lgG4 Subclass Liquid Reagent Kits For use on the Roche Cobas""6000 Product Code LK009.CB",Immunology and Microbiology Devices,0.523,20.07,,4372.91,0,0.401,211.76
13264,Device Recall  BCI Advisor Vital Signs Monitor,Anesthesiology Devices,0.141,20.28,,891.88,0,0.088,201.55
54263,CT Transfer Set,Cardiovascular Devices,0.487,32.89,1.22,3328.65,0,0.348,209.25
16807,Device Recall  BrightView XCT,Radiology Devices,0.437,28.29,1.3,4852.04,0,0.306,216.34
15283,Device Recall  Maquet,Cardiovascular Devices,0.793,39.75,3.21,11298.01,1,0.705,224.4
59983,Device Recall  Suture Set,General and Plastic Surgery Devices,0.659,32.24,1.79,6236.69,1,0.549,
102643,Zimmer NexGen Legacy,Orthopedic Devices,0.755,,4.43,8392.11,1,0.657,222.68
18706,Device Recall  Titanium Trochanteric Fixation Nail (TFN),Orthopedic Devices,0.566,,2.25,5053.54,0,0.438,212.41
55842,"Device Recall  Tracheotomy care kit,",Anesthesiology Devices,0.617,27.87,,7174.86,0,0.498,213.8
103739,Leksell Gamma Knife Perfexion with EXTEND Frame System,Radiology Devices,0.347,26.77,1.19,3458.78,0,0.237,214.04
22333,Device Recall  P.F.C.,Orthopedic Devices,0.408,,1.4,1888.99,1,0.279,205.89
13224,"Device Recall  EXACTECH EQUINOXE SHOULDER SYSTEMEquinoxe Humeral Head, Short, 44mm",Orthopedic Devices,0.402,,1.31,2765.13,0,0.281,205.2
59370,"Device Recall  Ray Station 2.0, 2.5, 3.0, 3.5 and 4.0",Radiology Devices,0.655,35.84,2.77,12517.5,1,0.557,227.43
34016,battery caps in insulin pumps,General Hospital and Personal Use Devices,0.153,20.31,,284.65,0,0.091,201.95
22418,Device Recall  Axiom Aristos TX,Radiology Devices,0.411,28.23,0.77,3637.26,0,0.28,217.89
14559,Device Recall  Trial Shell component of the accessory kit to the Shoulder Prosthesis Stem,Orthopedic Devices,0.388,,1.37,2301.39,0,0.272,205.6
56253,Device Recall  Panta Arthrodesis Nail,Orthopedic Devices,0.264,,0.57,829.9,0,0.167,203.44
16087,Device Recall  Mentor MemoryGel Breast Implant,General and Plastic Surgery Devices,0.316,26.6,0.47,1214.55,0,0.208,
104276,UniCel DxH 800 Floor Cabinet,Hematology and Pathology Devices,0.234,16.26,,1061.81,0,0.152,203.01
94582,Device Recall  GentleTouch System Postoperative Kit,Gastroenterology-Urology Devices,0.241,,0.23,1047.81,0,0.141,199.39
21283,Device Recall  Portex,Anesthesiology Devices,0.559,26.17,,6100.36,0,0.436,211.65
58451,"Device Recall  GE Healthcare, LOGIQ e Ultrasound System.",Radiology Devices,0.191,25.62,0.22,141.79,0,0.107,210.9
93504,Device Recall  Anspach cutting burrs,Neurological Devices,0.499,29.55,0.89,4522.03,0,0.371,208.45
12884,Device Recall  MAYFIELD Ultra 360 Base Unit,General and Plastic Surgery Devices,0.432,27.77,0.87,2722.29,0,0.312,
15018,Device Recall  Certain Gingihue 15 degree Angled Post 4.1mm(D) x 5mm(P) x 4mm(H),Dental Devices,0.305,,0.36,672.12,0,0.191,204.22
60421,Device Recall  Customed,General and Plastic Surgery Devices,0.732,34.49,2.23,7033.93,1,0.636,
98726,Device Recall  Boston Scientific Synchro 2 Guidewire,Cardiovascular Devices,0.095,30.54,-0.18,53.51,0,0.054,200.4
51903,"JacksonPratt Hemaduct Silicone Round Drain, 19FR W/15FR Trocar. Sterile, Rx Only",General and Plastic Surgery Devices,0.569,30.08,1.36,5071.23,0,0.451,
58855,Device Recall  EXCELSIOR 1018 PRESHAPED 45 150CM,Cardiovascular Devices,0.214,30.37,0.16,367.13,0,0.127,203.32
50195,"GE Healthcare, Discovery MR750 3.0T, Optima MR450w 1.5T, and Discovery MR450 1.5T .",Radiology Devices,0.383,28.54,1.02,2831.53,0,0.264,216.27
101851,Blue FlexTip cvc kit,Cardiovascular Devices,0.472,32.93,1.13,4038.13,0,0.343,209.34
53329,AxSYM CA 125 Reagent Pack,Immunology and Microbiology Devices,0.514,21.49,,3775.23,0,0.4,211.23
108770,Cardiac Science’s Powerheart and CardioVive Automated External Defibrillators,Cardiovascular Devices,0.542,34.28,1.53,7302.79,0,0.429,212.36
18083,Device Recall  Piston Syringe,General Hospital and Personal Use Devices,0.147,19.7,,700.72,0,0.084,200.28
52523,VCARE,Anesthesiology Devices,0.571,27.23,,6201.5,0,0.454,212.28
52415,BOX VMIN ZESTAW DO VATS PODSTAWOWY,General and Plastic Surgery Devices,0.253,25.94,0.39,805.25,0,0.162,
100664,Animas Vibe Insulin Infusion Pump,Clinical Chemistry and Clinical Toxicology Devices,0.264,16.0,,659.72,0,0.157,202.3
56485,Device Recall  Sarns Modular Perfusion System 9000,Cardiovascular Devices,0.438,33.34,0.99,3793.85,0,0.315,206.37
97024,Device Recall  Outlook Pump IV Set w/Universal Spike & Spin Lock Connector 118 in V1500HP,General Hospital and Personal Use Devices,0.458,24.54,,2109.35,0,0.33,208.2
17711,"Device Recall  NonRebreather Oxygen Mask, Pediatric with Tubing",Anesthesiology Devices,0.277,21.17,,1553.72,0,0.177,203.48
16717,Device Recall  M.U.S.T. Rod,Orthopedic Devices,0.875,,6.39,12434.59,1,0.84,231.39
96086,Device Recall  Medtronic SIGMA 100/200/300 Series IPGs,Cardiovascular Devices,0.287,31.11,0.33,1129.31,0,0.177,202.77
100546,ACUTE Innovations Ribloc U plus Rib Fracture Plating System,Orthopedic Devices,0.05,,-0.11,240.61,0,0.033,201.19
49512,Radiesse,General and Plastic Surgery Devices,0.488,29.73,0.92,3630.06,0,0.372,
52784,Welch Allyn AED 20 Defibrillator,Cardiovascular Devices,0.767,39.12,2.96,12079.19,1,0.685,224.22
39573,Infinity Acute Care System (IACS) Monitoring Solution,Cardiovascular Devices,0.655,36.73,2.56,7765.15,1,0.551,217.67
94519,Device Recall  Da Vinci S 8mm Instrument Cannula,General and Plastic Surgery Devices,0.542,30.29,0.96,4686.14,0,0.419,
18085,Device Recall  Piston Syringe,General Hospital and Personal Use Devices,0.006,20.48,,334.95,0,0.012,198.98
19118,Device Recall  ZIMMER PATELLOFEMORAL JOINT PROSTHESIS,Orthopedic Devices,0.247,,0.78,652.12,0,0.156,202.13
100752,"FastCath Trio"" Hemostasis Introducer",Cardiovascular Devices,0.626,35.69,1.75,8687.16,1,0.51,216.32
15807,Device Recall  LEGION(TM) HK FEMORAL ASSEMBLY,Orthopedic Devices,0.246,,0.07,1356.94,1,0.15,202.53
54208,GE Centricity PACS RA1000 Workstation Software,Radiology Devices,0.708,37.63,2.98,13113.81,1,0.605,229.19
74894,GE OEC 9800 (mit Celeron Single Board Computer),Radiology Devices,0.495,30.26,1.81,5855.48,0,0.378,221.71
102944,UHR,Orthopedic Devices,0.067,,-0.04,430.99,0,0.04,200.37
50301,"EverCross 0.035"" OTW PTA Dilatation Catheter",Cardiovascular Devices,0.367,32.66,0.74,4142.91,0,0.26,203.19
22242,"Device Recall  The Maestro System 225312, Profile Abutment for Cement, 5mm",Dental Devices,0.848,,4.34,7379.72,1,0.787,228.66
98712,Device Recall  DEPUY ASR XL ACETABULAR CUP SYSTEM,Orthopedic Devices,0.659,,3.62,6080.42,1,0.543,217.0
60374,Device Recall  Customed,Gastroenterology-Urology Devices,0.313,,0.54,1567.27,0,0.213,204.55
96388,Device Recall  GENERAL PROCEDURE KIT,Anesthesiology Devices,0.253,21.68,,1834.31,0,0.171,203.16
54603,Tosoh Automated Glycohemoglobin Analyzer HLC723G7 Betathalassemia Analysis Mode,Hematology and Pathology Devices,0.034,14.33,,-696.59,0,0.017,198.87
51273,Bifurcated SafeSet Kit,Cardiovascular Devices,0.355,31.95,0.7,1573.79,0,0.243,207.17
49934,"Computed Tomography XRay System, Extended Brilliance Workspace ( EBW)",Radiology Devices,0.259,27.72,0.12,3295.69,0,0.17,212.66
97187,Device Recall  LifeShield Primary I.V. Set,General Hospital and Personal Use Devices,0.095,19.29,,-223.03,0,0.048,200.03
50955,Stryker,Orthopedic Devices,0.674,,3.9,5852.95,0,0.561,218.75
98773,Device Recall  STRYKER NAVIGATION SYSTEM  SpineMap 3D  Upgrade,Neurological Devices,0.867,38.14,2.97,13258.64,1,0.816,230.67
93424,Device Recall  TDx/TDxFLx Methotrexate II,Clinical Chemistry and Clinical Toxicology Devices,0.596,22.56,,5716.39,0,0.488,216.11
53555,Hipstar V40 Femoral Stem,Orthopedic Devices,0.359,,1.2,1142.7,0,0.243,206.12
95223,Device Recall  15mm Separator Access System,Obstetrical and Gynecological Devices,0.463,28.32,,2250.78,0,0.331,208.04
51646,Transpac IV Monitoring Kit,Cardiovascular Devices,0.742,38.1,2.79,11403.42,1,0.65,222.45
98493,Device Recall  Total Care (1) Contact Lens Solution,Ophthalmic Devices,0.451,24.05,,1911.03,0,0.332,209.68
19169,Device Recall  IMMULITE  /IMMULITE  1000 TG,Immunology and Microbiology Devices,0.185,16.47,,938.63,0,0.122,201.63
28824,"Glucose IVD, OneTouch® Verio® pro+, Blood Glucose Meter",Clinical Chemistry and Clinical Toxicology Devices,0.354,16.96,,2022.52,0,0.239,205.96
55998,Device Recall  AngioDynamics Morpheus Smart PICC CT,General Hospital and Personal Use Devices,0.167,20.7,,-273.59,0,0.097,201.82
49677,4.5 MM X 40 MM X 150 MM HA COATED HALF PIN SST,Orthopedic Devices,0.188,,0.41,879.59,0,0.119,201.57
96341,Device Recall  SpheRx Posted Pedicle Screw System,Orthopedic Devices,0.157,,0.31,993.24,0,0.101,201.15
97470,Device Recall  Tuohy Stimulation Catheter Kit,Neurological Devices,0.151,24.89,-0.01,-145.07,0,0.081,201.67
100252,BMC RF Cannula,Neurological Devices,0.561,30.05,1.26,5678.71,0,0.439,212.99
111687,GlideScope Video Laryngoscope,Anesthesiology Devices,0.653,27.38,,8141.43,1,0.539,218.08
102766,NicoletOne,Neurological Devices,0.346,27.08,0.49,1858.35,0,0.247,209.4
99740,Presource Custom Sterile Surgical and Procedure Kits,General and Plastic Surgery Devices,0.707,33.24,1.9,6949.94,1,0.596,
95610,Device Recall  BARD E LUMINEXX BILIARY STENT,Gastroenterology-Urology Devices,0.591,,1.88,4911.62,0,0.49,216.5
19023,Device Recall  ATN System,Orthopedic Devices,0.4,,1.31,2060.14,0,0.276,206.22
57691,"Device Recall  MICROSHEATH  0.066 (1.7mm) proximal, 0.064 (1.6mm);",Cardiovascular Devices,0.449,33.09,0.89,4260.42,0,0.328,209.24
101448,Synthes Flexible Shaft,Orthopedic Devices,0.373,,0.95,1981.33,0,0.248,204.71
21283,Device Recall  Portex,Anesthesiology Devices,0.279,22.28,,730.8,0,0.196,207.34
53765,Accessory Head Rest for Alphastar Operating Tables,General and Plastic Surgery Devices,0.486,28.95,0.89,3035.93,0,0.355,
14940,Device Recall  NATURALKNEE II SYSTEM,Orthopedic Devices,0.558,,2.7,4860.14,0,0.439,211.79
19961,Device Recall  T2,Orthopedic Devices,0.484,,1.99,3091.32,0,0.36,210.09
50198,"Philips MR Systems: Asset 0.5T, Apollo 0.5T, Infinion 1.5T, Eclipse/Polaris 1.5T, Panorama 0.6T",Radiology Devices,0.327,26.63,0.55,1878.03,0,0.211,215.96
94620,Device Recall  Mevatron KDS2 Medical Linear Accelerator,Radiology Devices,0.277,27.38,0.51,1588.37,0,0.18,213.44
13315,Device Recall  Replace Select Tapered TiU NP,Dental Devices,0.741,,3.17,4951.42,1,0.638,223.27
60332,Device Recall  Customed,General and Plastic Surgery Devices,0.757,35.84,2.33,8208.21,1,0.679,
57475,Device Recall  CONFIDENCE SPINAL CEMENT SYSTEM 5CC KIT,Orthopedic Devices,0.301,,0.64,1518.41,0,0.192,202.74
51378,Hall SAP,General and Plastic Surgery Devices,0.345,27.45,0.67,1586.68,1,0.243,
95407,Device Recall  Locking biliary catheter.,Gastroenterology-Urology Devices,0.287,,0.39,857.68,0,0.183,203.72
60467,Device Recall  Customed,General and Plastic Surgery Devices,0.58,31.32,1.21,5190.7,0,0.464,
101475,LOW PROFILE ABUTMENTS  INTERNAL AND EXTERNAL CONNECTION,Dental Devices,0.267,,0.36,995.67,0,0.179,204.65
95547,Device Recall  Enteral feeding replacement device.,Gastroenterology-Urology Devices,0.331,,0.38,1046.38,0,0.205,203.15
39574,Jaundice Meter,Clinical Chemistry and Clinical Toxicology Devices,0.32,16.29,,1742.27,0,0.205,203.91
95009,"Device Recall  Cannon Catheter"" II,",Gastroenterology-Urology Devices,0.65,,2.07,5388.11,1,0.529,215.88
55937,"Device Recall  Hospira Blood Set, with 200 Micron Filter",General Hospital and Personal Use Devices,0.437,23.34,,2605.15,0,0.317,208.42
19078,Device Recall  CATHETER REPAIR KIT,Gastroenterology-Urology Devices,0.423,,0.7,1298.83,0,0.276,205.79
49802,QKC1692E,General Hospital and Personal Use Devices,0.394,22.83,,1852.19,0,0.275,206.86
22272,Device Recall  P.F.C.,Orthopedic Devices,0.468,,1.94,3094.45,0,0.352,210.36
57830,Device Recall  Wallace SurePro Ultra Embryo Replacement Catheter with Obturator,Obstetrical and Gynecological Devices,0.233,25.76,,1163.31,0,0.152,203.05
50174,ANGIOGRAPHY PACK,General and Plastic Surgery Devices,0.382,27.32,0.54,3089.8,0,0.273,
60513,Device Recall  Customed,General and Plastic Surgery Devices,0.228,25.32,0.27,1298.34,0,0.144,
18202,Device Recall  ComputerAssisted Surgical Device,Neurological Devices,0.227,26.39,0.07,27.95,0,0.135,202.94
16820,Device Recall  STERRAD NX Sterilization System,General Hospital and Personal Use Devices,0.487,24.53,,2651.48,0,0.348,207.24
13538,Device Recall  Infinite 200,Clinical Chemistry and Clinical Toxicology Devices,0.711,26.1,,8027.68,1,0.616,220.14
17049,Device Recall  SetUp Pack,General and Plastic Surgery Devices,0.273,26.53,0.38,718.77,1,0.176,
103905,Perfusion Tubing Set,Cardiovascular Devices,0.402,32.28,0.63,2688.37,0,0.281,208.94
99054,Device Recall  Medstorm Adult Radiolucent Electrode,Cardiovascular Devices,0.443,33.78,0.96,3699.96,0,0.329,209.28
14707,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.544,,1.7,3571.11,1,0.419,210.59
114202,Brainlab Patient Data Manager,Radiology Devices,0.36,28.23,0.8,2477.57,0,0.242,215.45
56936,"Device Recall  Mediline Industries, Inc.",General and Plastic Surgery Devices,0.179,25.7,-0.03,761.6,0,0.106,
57847,Device Recall  Remel Xpect Flu A&B; Control Swabs,Immunology and Microbiology Devices,0.446,19.05,,3385.59,0,0.343,211.67
51619,Transpac IV Monitoring Kit,Cardiovascular Devices,0.662,36.59,2.24,8214.54,1,0.546,216.89
53614,Access and Access 2 Immunoassay System,Clinical Chemistry and Clinical Toxicology Devices,0.443,19.78,,2936.01,1,0.325,208.09
60340,Device Recall  Customed,General and Plastic Surgery Devices,0.724,34.04,2.02,7311.31,1,0.622,
58861,Device Recall  EXCELSIOR SL10 PRESHAPED 90 150CM,Cardiovascular Devices,0.58,35.09,2.1,7259.71,0,0.467,211.59
51784,SYNCHRON  Systems Microalbumin (MA) Reagent,Immunology and Microbiology Devices,0.106,15.49,,596.44,0,0.068,201.07
56580,Device Recall  Trima Accel,General Hospital and Personal Use Devices,0.2,21.33,,220.73,0,0.124,202.43
99238,Device Recall  HamiltonG5 Ventilator,Anesthesiology Devices,0.318,21.4,,1136.98,0,0.202,205.06
58130,Device Recall  ACCUPASS; ENDOSCRUB; Spectrum,Orthopedic Devices,0.462,,1.8,2945.42,0,0.331,207.26
17332,"Device Recall  Fem IM Nail 15mmdx44cm, Sterile,",Orthopedic Devices,0.434,,1.72,2469.13,0,0.308,206.7
96679,Device Recall  AccuSure,General Hospital and Personal Use Devices,0.223,21.18,,417.22,0,0.136,202.06
103696,Coronary Control Syringe,General Hospital and Personal Use Devices,0.439,24.59,,2401.02,0,0.316,206.02
48284,Nnocross .014 OTW PTA Dilatations catheter,Cardiovascular Devices,0.742,38.62,2.93,10982.42,1,0.652,221.52
98484,Device Recall  Scorpio/ NRG 4in1 Cutting Block,Orthopedic Devices,0.402,,1.15,3377.04,0,0.292,206.95
33154,MRI systems with superconducting magnets,Radiology Devices,0.182,25.33,0.1,451.81,0,0.099,210.55
56287,Device Recall  Sarns SoftFlow Aortic Cannula,Cardiovascular Devices,0.404,32.13,0.77,3168.38,0,0.275,205.3
58432,Device Recall  LeGoo Internal Vessel Occluder 2.5mL,Cardiovascular Devices,0.313,32.13,0.68,2317.55,0,0.217,203.49
51717,The JETSTREAM is a rotational atherectomy catheter system designed for use in debulking and treating vascular disease in the peripheral vasculature. ,Cardiovascular Devices,0.06,30.34,-0.0,-689.17,0,0.035,200.78
21742,Device Recall  FlexTrayTM Endopath Gen. Laparoscopy Tray,General and Plastic Surgery Devices,0.076,24.72,0.09,543.68,0,0.048,
99078,Device Recall  Sizing Balloon II,Cardiovascular Devices,0.113,30.0,0.16,-977.07,0,0.065,201.31
29351,Various SafeSheath and Situs Products,Cardiovascular Devices,0.529,34.07,1.54,5504.37,0,0.407,211.55
60670,Device Recall  Philips Healthcare,Cardiovascular Devices,0.53,33.87,1.44,4402.2,0,0.402,213.19
95958,Device Recall  Medtronic Custom Kits,Cardiovascular Devices,0.66,35.24,2.55,8347.63,1,0.546,218.13
58433,Device Recall  LeGoo Internal Vessel Occluder 5mL,Cardiovascular Devices,0.219,30.93,0.28,1280.56,0,0.135,200.83
94788,"Device Recall  ConMed Linvatech Hall Surgical Blades, Sterile ST EXTENDED STERNUM SAW BLADES",General and Plastic Surgery Devices,0.242,25.36,0.29,1524.77,0,0.155,
24112,VASCU-GUARD Peripheral Vascular Patch,Cardiovascular Devices,0.151,29.93,-0.1,962.37,0,0.088,202.04
94120,Device Recall  Stryker Medical Epic II Critical Care Bed; Model 2030.,General Hospital and Personal Use Devices,0.152,19.98,,249.57,0,0.08,199.37
21047,Device Recall  United States Surgical,General and Plastic Surgery Devices,0.32,26.85,0.41,1015.42,0,0.207,
94237,Device Recall  Cytomics FC 500 Flow Cytometry System with Data Innovations Instrument Manager,Hematology and Pathology Devices,0.675,24.23,,6198.49,1,0.56,218.47
16889,Device Recall  Regard,General and Plastic Surgery Devices,0.168,25.3,0.1,-550.46,0,0.091,
49957," Philips Medical System Extended Brilliance Workspace (EBW), Computed Tomography",Radiology Devices,0.151,25.86,0.27,1886.38,0,0.097,210.72
96286,"Device Recall  Stryker PainPump2, 400 mL PainPump with 2.5 inch ExFen 2site catheter set",General Hospital and Personal Use Devices,0.388,23.31,,1630.62,0,0.261,203.89
14523,Device Recall  Etest,Immunology and Microbiology Devices,0.287,15.92,,936.66,0,0.174,202.98
17535,Device Recall  1 mL Medallion Syringe,General Hospital and Personal Use Devices,0.507,24.46,,3260.39,0,0.38,210.61
96982,Device Recall  Tidal Wave SP 715,Anesthesiology Devices,0.406,23.36,,3353.14,0,0.29,206.63
51159,BIOGRAPH 64R TruePoint w/TrueV,Radiology Devices,0.325,27.24,0.58,1796.08,0,0.207,213.83
59404,Device Recall  AMS AST,Hematology and Pathology Devices,0.777,26.21,,9001.68,1,0.694,226.87
22862,Device Recall  Baxter Interlink System 3Lead Extension Set,General Hospital and Personal Use Devices,0.625,27.64,,4050.5,1,0.498,215.69
34936,"HeartWare HVAD Controller Software, AC Adapter and Battery",Cardiovascular Devices,0.34,31.87,0.45,1813.69,0,0.218,203.19
22910,Device Recall  ABBOTT Clinical Chemistry Multiconstituent Calibrator List number: lE6502,Clinical Chemistry and Clinical Toxicology Devices,0.164,15.49,,657.28,0,0.094,200.32
58920,"Device Recall  D10 Dual Program, Update Kit D10 A1c program diskette",Hematology and Pathology Devices,0.176,16.91,,678.71,0,0.117,201.36
94687,Device Recall  Zimmer Tourniquet Cuff,General and Plastic Surgery Devices,0.177,25.7,0.15,775.8,0,0.111,
53324,ALFA II Modular Femoral Right Modular Stem,Orthopedic Devices,0.364,,0.69,1725.39,0,0.244,206.82
96912,"Device Recall  MultiLumen Central Venous Catheterization Kit with Blue FlexTip(R), ARROWgard Blue PLUS (R) Cathe",General Hospital and Personal Use Devices,0.422,22.72,,2434.21,0,0.296,206.95
94635,Device Recall  Zimmer Hemovac Wound Drainage Device Infection Control Kits,General and Plastic Surgery Devices,0.34,26.75,0.61,1829.63,0,0.234,
15551,Device Recall  American Surgical,Neurological Devices,0.363,26.59,0.45,2013.82,1,0.234,203.86
60057,Device Recall  STERIS 4805,General and Plastic Surgery Devices,0.737,34.11,2.19,7184.0,1,0.635,
52115,Affixus Intramedullary Hip Fracture Nail,Orthopedic Devices,0.815,,5.05,9982.75,0,0.735,226.62
50568,HSG Trays/HS 5F Catheter Combo; HSG Procedure Tray Shapeable,Obstetrical and Gynecological Devices,0.361,27.41,,1482.51,0,0.247,204.87
51133,BioSync Anatomic Cotton Wedge,Orthopedic Devices,0.561,,2.93,4620.4,0,0.445,212.49
55254,Device Recall  Direct Drive Grasper,General and Plastic Surgery Devices,0.661,33.37,1.78,6130.02,1,0.56,
