device_id,device_name,classification,age_fraction,manufacturer_risk_tier,temperature,vibration,hours_used,failed,true_failure_probability,voltage
23581,"Device Recall  LATERAL BIOPSY PLATE, For use with the Liberty 9000 8 channel breast coil",Radiology Devices,0.603,medium,33.68,2.11,10103.18,1,0.511,222.72
52864,Electrophysiology Imaging System,Radiology Devices,0.695,medium,35.91,2.76,12848.76,1,0.604,228.78
56287,Device Recall  Sarns SoftFlow Aortic Cannula,Cardiovascular Devices,0.028,high,29.45,0.1,-845.06,0,0.169,201.37
15487,Device Recall  ADVIA CHEMISTRY GLUCOSE OXIDASE ASSAY AND ADVIA CHEMISTRY GLUCOSE,Clinical Chemistry and Clinical Toxicology Devices,0.245,high,16.22,,1078.68,0,0.281,200.44
56013,Device Recall  AngioDynamics Morpheus Smart PICC CT,General Hospital and Personal Use Devices,0.338,high,22.04,,1226.66,0,0.347,203.85
102800,Zimmer Trilogy Acetabular Shell,Orthopedic Devices,0.313,high,,0.71,523.42,0,0.327,204.59
52898,Lumenis,General and Plastic Surgery Devices,0.61,low,31.33,1.45,5208.63,1,0.44,
50874,"Sterile, OR0611  Hip Shoulder Pk  surgical kit",General and Plastic Surgery Devices,0.311,high,25.52,0.51,1419.91,0,0.329,
52660,CXP Software Version 1.0 and 1.1 (operating software for Cytomics FD500 Cytometer.,Hematology and Pathology Devices,0.551,high,21.4,,4863.01,1,0.532,210.05
53714,Ray TFC Device with End Caps,Orthopedic Devices,0.538,high,,2.06,4245.77,1,0.518,211.89
59584,"Device Recall  7mm Drain Kit Fluted 4 Channel with 100ml SVac Bulb, Sterile (10/case)",General and Plastic Surgery Devices,0.393,medium,28.22,0.63,1740.88,0,0.327,
50586,Integra Camino ICP Monitor,Neurological Devices,0.534,high,29.5,1.16,5433.26,1,0.523,212.31
102130,BD Visitec,Ophthalmic Devices,0.748,low,29.31,,6160.0,1,0.585,223.26
17803,"Device Recall  Ultrasound Video Gastroscope, Model EG3870UTK",Gastroenterology-Urology Devices,0.078,medium,,0.05,636.23,0,0.124,199.94
54559,Synchron Systems(s) Creatinine Reagent (CREm),Clinical Chemistry and Clinical Toxicology Devices,0.533,high,21.22,,4517.91,1,0.528,213.06
50185,CATH ANGIOGRAPHY DRAPE PACK,General and Plastic Surgery Devices,0.462,medium,29.13,0.78,3386.9,0,0.39,
99522,Device Recall  CENTURION PICC INSERTION TRAY,General and Plastic Surgery Devices,0.401,high,28.24,0.71,3064.35,0,0.419,
17351,"Device Recall  Segmental fluted stem, 16x250mm bwd, Sterile,",Orthopedic Devices,0.549,high,,2.84,4795.61,1,0.544,212.15
22226,Device Recall  P.F.C.,Orthopedic Devices,0.502,high,,2.0,3997.96,0,0.488,209.22
58755,Device Recall  Synthes Large Buttress Compression Nut For Blade Guide Sleeve TFN,Orthopedic Devices,0.408,high,,1.49,2411.05,0,0.408,205.91
101068,Inserter for Titanium Elastic Nails (TEN),Orthopedic Devices,0.691,high,,3.62,7002.95,1,0.665,217.56
41842,Riata and Riata ST Silicone Endocardial Leads,Cardiovascular Devices,0.739,low,38.06,2.71,9898.88,1,0.571,221.88
103470,Decathlon Funnel Kit,Gastroenterology-Urology Devices,0.553,medium,,1.53,4186.18,0,0.468,211.89
49526,CoVac 50 Product Number AS253001,General and Plastic Surgery Devices,0.431,medium,28.31,0.8,2470.9,0,0.36,
13453,Device Recall  Triglycerides/ Glycerol Blanked,Clinical Chemistry and Clinical Toxicology Devices,0.634,high,23.62,,5564.06,1,0.615,216.58
17484,Device Recall  Smith & Nephew ACUFEX TRUNAV Retrograde Drill 11MM,General and Plastic Surgery Devices,0.817,medium,36.48,2.57,9311.29,1,0.745,
96816,Device Recall  Cybernet Medical MedStar Telemedicine System,Cardiovascular Devices,0.396,low,32.59,0.96,2683.59,0,0.257,208.01
98811,Device Recall  Roche Acetaminophen Roche/Hitachi,Clinical Chemistry and Clinical Toxicology Devices,0.333,medium,18.21,,1813.54,0,0.285,203.69
51926,"JacksonPratt Silicone Round Drain, 7FR. Sterile, Rx Only.  For Single Use Only",General and Plastic Surgery Devices,0.761,medium,34.49,2.26,8589.72,1,0.683,
115981,Euphora Semi-Compliant Rapid Exchange Balloon Dilatation Catheter,Cardiovascular Devices,0.153,high,29.68,-0.09,193.79,0,0.222,200.71
49680,6 MM X 20 MM X 150 MM HA COATED HALF PIN SST,Orthopedic Devices,0.596,high,,3.09,5817.7,1,0.582,212.72
102628,ConMed Laparoscopic Instrument,General and Plastic Surgery Devices,0.329,high,25.68,0.74,800.49,0,0.34,
93686,Device Recall  Zimmer,Orthopedic Devices,0.39,low,,1.35,1727.03,0,0.24,205.73
51588,Transpac IV Monitoring Kit,Cardiovascular Devices,0.599,high,35.38,1.78,7458.82,1,0.588,216.23
18595,Device Recall  VALITUDE X4 CRTP Pacemaker,Cardiovascular Devices,0.452,medium,33.08,1.29,5431.09,0,0.385,206.64
56057,Device Recall  IMMULITE/IMMULITE Turbo 1000 CKMB,Clinical Chemistry and Clinical Toxicology Devices,0.224,medium,15.98,,833.7,0,0.202,201.67
19417,Device Recall  ONCOR Expression,Radiology Devices,0.584,high,34.15,2.17,9665.6,1,0.58,225.04
98543,Device Recall  Heparin I.V. Flush Syringe 100 units/mL,General Hospital and Personal Use Devices,0.219,medium,20.41,,667.57,0,0.198,202.09
93440,Device Recall  CONTAK RENEWAL 4 AVT,Cardiovascular Devices,0.603,high,35.97,1.85,6152.93,1,0.579,212.97
100927,Cesarean Pack,Obstetrical and Gynecological Devices,0.637,high,30.04,,4853.32,0,0.608,217.21
23492,Device Recall  Thoratec Portable Ventricular Assist Driver,Cardiovascular Devices,0.578,medium,35.1,1.51,6798.39,0,0.488,213.29
14714,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.39,high,,0.76,2299.22,0,0.394,205.12
21807,Device Recall  Catheterization Kits,Cardiovascular Devices,0.452,high,33.7,1.18,3433.56,0,0.447,207.11
51411,Major Ortho Pack,General and Plastic Surgery Devices,0.336,high,26.51,0.41,1962.83,0,0.351,
22681,"Device Recall  ARCHITECT c8000 Asay Disk, Version 5.00",Clinical Chemistry and Clinical Toxicology Devices,0.248,medium,17.52,,1099.36,0,0.237,204.31
15930,Device Recall  METS SMILES Total Knee Replacement,Orthopedic Devices,0.665,medium,,3.63,7354.8,1,0.579,215.45
23427,Device Recall  COBE Blood oxygenator,Cardiovascular Devices,0.356,medium,33.13,0.54,2866.88,0,0.311,206.86
97777,Device Recall  SEQUENCER for Mosaiq,Radiology Devices,0.419,medium,28.3,1.09,4294.34,0,0.341,216.37
101469,LOW PROFILE ABUTMENTS  INTERNAL AND EXTERNAL CONNECTION,Dental Devices,0.569,high,,2.02,3290.79,1,0.556,213.39
56025,Device Recall  Novocastra Liquid Concentrated Mouse Monoclonal Antibody CD7 (LP15) Reagent,Hematology and Pathology Devices,0.767,medium,26.65,,9398.13,1,0.703,225.72
262,Infusion pumps,General Hospital and Personal Use Devices,0.154,low,20.76,,188.43,0,0.078,199.76
99531,Device Recall  CENTURION INSERTION/PROTECTION KIT,General and Plastic Surgery Devices,0.095,high,24.98,-0.11,195.73,0,0.195,
53513,Arthrocare,Orthopedic Devices,0.026,medium,,0.02,-34.42,0,0.092,196.57
18487,Device Recall  BioStable 5F DL55CM MST70 KIT NonValved PG,General Hospital and Personal Use Devices,0.598,high,28.7,,4358.28,1,0.599,216.17
28552,"Optional Power Supply Unit PS500, used in connection with multiple Draeger devices",Anesthesiology Devices,0.532,medium,25.32,,4627.76,1,0.439,211.1
55001,Device Recall  Innova SelfExpanding Stent System,Cardiovascular Devices,0.133,high,30.27,0.15,757.87,0,0.219,199.15
102281,ETIMP IgM,Clinical Chemistry and Clinical Toxicology Devices,0.401,medium,18.38,,2870.86,0,0.327,203.82
101153,Taut Intraducers,General and Plastic Surgery Devices,0.636,high,31.79,1.54,6178.45,1,0.62,
50579,Intravascular Administration Set,General Hospital and Personal Use Devices,0.31,high,22.21,,1671.59,0,0.338,202.93
21284,"Roche brand Reflotron GOT (AST), 30 test strips; catalog # 745120.",Clinical Chemistry and Clinical Toxicology Devices,0.8,high,28.21,,11332.82,1,0.816,226.95
104963,HeartMate II LVAS System Controller,Cardiovascular Devices,0.797,low,39.37,3.07,12791.32,1,0.642,225.54
59191,Device Recall  BD BACTEC FX 40 instrument,Immunology and Microbiology Devices,0.52,high,20.82,,4408.28,1,0.511,210.54
58410,Device Recall  Advanta SuperSoft Grafts,Cardiovascular Devices,0.772,high,39.2,2.97,11409.39,1,0.765,224.0
18586,Device Recall  Medtronic KYPHON(R) Express(TM) Directional Bone Filler Device,Orthopedic Devices,0.123,medium,,0.1,-150.09,0,0.137,199.95
21319,"Sheep Blood, Defibrinated - Catalog Number 212390, Unit 60 ml.",Immunology and Microbiology Devices,0.561,medium,21.03,,4766.44,0,0.474,212.82
17916,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.566,high,,2.47,5187.55,1,0.557,214.39
52155,VeriQ System,Cardiovascular Devices,0.215,low,30.83,0.36,2221.21,0,0.127,201.25
103486,THOR,Orthopedic Devices,0.209,high,,0.45,673.36,0,0.267,202.1
14807,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.848,high,,3.73,9821.5,1,0.86,227.39
55628,Device Recall  DYONICSArthroscopic Blade,Orthopedic Devices,0.28,medium,,0.68,270.87,0,0.226,201.17
19562,Device Recall  AEQUALIS HUMERAL NAIL DRILL  BIT,Orthopedic Devices,0.703,medium,,4.07,7221.16,1,0.619,219.9
52417,Lactosorb RapidFlap,Dental Devices,0.113,high,,-0.13,155.61,0,0.208,201.34
21858,Device Recall  Vaxcel Port with PASV Valve,General Hospital and Personal Use Devices,0.357,high,23.61,,1505.19,0,0.377,205.34
95762,Device Recall  ACCOLADE TMZF PLUS HA 127 SIZE 0 HIP STEM,Orthopedic Devices,0.27,high,,0.58,1064.97,0,0.304,202.9
96720,Device Recall  LANTIS Oncology Information System,Radiology Devices,0.575,high,33.64,1.88,8524.29,1,0.552,220.83
55412,Device Recall  DuraMax Chronic Hemodialysis Catheter,Gastroenterology-Urology Devices,0.2,medium,,0.25,388.27,0,0.184,200.58
96320,Device Recall  SpheRx Posted Pedicle Screw System,Orthopedic Devices,0.292,medium,,1.13,430.43,0,0.244,202.02
6467,profemur neck var / val 8dg long cobalt chromocomponent femoral neck.,Orthopedic Devices,0.659,medium,,3.52,6827.06,1,0.578,217.81
52068,Ablatherm Integrated Imaging device,Gastroenterology-Urology Devices,0.808,low,,3.59,8264.29,1,0.674,228.68
104105,Synthes Spiral Blade Component of the Synthes Modular Blade Plate System,Orthopedic Devices,0.669,high,,3.47,7292.74,1,0.652,216.96
18916,Device Recall  INFX8000C Fluoroscopic XRay Systems,Radiology Devices,0.158,medium,25.31,-0.01,751.23,0,0.157,210.38
53539,VNUS 7F ClosureFAST Catheter,General and Plastic Surgery Devices,0.368,low,27.62,0.38,2084.14,0,0.225,
58554,Device Recall  Nova Max Glucose Test Strips,Clinical Chemistry and Clinical Toxicology Devices,0.248,medium,15.73,,1298.28,0,0.22,202.97
20461,"HYDRO-PRO brand Irrigation Aspiration System with double Spike Tubing, no Probe, Disposable (single use only), sterile, latex free.  Catalog # 55160. Vital Concepts, Inc., Grand Rapids, Michigan.",General and Plastic Surgery Devices,0.331,medium,27.98,0.62,1238.06,0,0.292,
16481,Device Recall  PhoenixSpec Calibrator & Kit,Immunology and Microbiology Devices,0.571,medium,21.75,,5335.47,0,0.484,211.47
16294,Device Recall  TRUEtrack Blood Glucose Test Strips (Glucose Oxidase),Clinical Chemistry and Clinical Toxicology Devices,0.59,low,22.66,,4976.56,0,0.42,213.37
95910,Device Recall  EasyDiagnost Eleva xray systems,Radiology Devices,0.501,high,31.0,1.62,6431.45,0,0.489,219.47
49707,JETX(R) 6 MM X 65 MM SHORT HALF PIN TI6AL4V,Orthopedic Devices,0.344,high,,0.77,1746.28,0,0.356,205.28
58850,Device Recall  Medtronic Strata II Shunt Assembly Kit,Neurological Devices,0.262,medium,26.73,0.3,1551.65,0,0.233,201.83
102595,BioGenex Super Sensitive LinkLabel IHC Detection System,Hematology and Pathology Devices,0.424,medium,17.92,,3368.15,1,0.352,206.92
102787,VariLift Bone Plug,Orthopedic Devices,0.296,high,,0.75,1393.29,0,0.325,203.76
50088,Cardio Medical Products Inc.,Cardiovascular Devices,0.55,low,34.75,1.41,5335.84,0,0.383,213.49
56962,Device Recall  OEC IT3000; IT2500 (EnTrak); IT2500 Plus (EnTrak Plus); IT3500 (InstaTrak); IT3500 Plus (InstaTrak P,Radiology Devices,0.197,high,25.47,0.24,382.3,0,0.251,211.45
104946,"Oxylog 3000plus, Oxylog 2000plus",Anesthesiology Devices,0.122,low,21.02,,557.08,0,0.074,201.85
18377,Device Recall  Microphthalmia Transcription Factor,Hematology and Pathology Devices,0.296,medium,17.65,,1300.69,0,0.263,204.53
93693,Device Recall  accessory to ABL800 Flex,Clinical Chemistry and Clinical Toxicology Devices,0.109,medium,16.2,,-90.0,0,0.145,201.86
13298,Device Recall  CBC II Wound Drains,General and Plastic Surgery Devices,0.202,high,25.43,0.35,54.1,0,0.258,
13105,Device Recall  Various catheters marketed by Medcomp and AngioDynamics,Gastroenterology-Urology Devices,0.392,medium,,0.72,2792.34,0,0.344,208.98
104072,Synthes Spiral Blade Component of the Synthes Modular Blade Plate System,Orthopedic Devices,0.644,high,,3.44,6135.29,1,0.628,216.74
55889,Device Recall  DuraMax,Gastroenterology-Urology Devices,0.351,high,,0.29,1738.36,0,0.357,205.46
22113,Device Recall  Preservation,Orthopedic Devices,0.844,high,,6.1,11143.44,1,0.862,228.37
96497,"Device Recall  Baxter Minicap Extended Life PD Transfer Set Extra SHort (4"") with Twist Clamp",Gastroenterology-Urology Devices,0.709,high,,2.5,7034.38,1,0.69,217.33
56777,"Device Recall  Bayonet Forceps 8.25"" (209.6mm) 0.5 mm tips Electrosurgical Bipolar Forceps",General and Plastic Surgery Devices,0.263,medium,25.48,0.29,243.95,0,0.216,
51177,Biograph mCTX 3R,Radiology Devices,0.493,high,31.11,1.3,5919.95,0,0.48,220.63
96990,Device Recall  100120V 515B with RS232 Pulse Oximeter,Anesthesiology Devices,0.417,high,23.96,,2525.62,0,0.42,208.46
18974,Device Recall  NovaKone,Ophthalmic Devices,0.201,medium,21.2,,549.21,0,0.188,199.42
58142,Device Recall  INFUSE(R) Bone Graft,Orthopedic Devices,0.202,medium,,0.56,1109.52,0,0.199,201.65
97527,"Device Recall  Coherence Dosimetrist, v 2.2",Radiology Devices,0.81,high,41.47,4.39,17508.66,1,0.823,236.22
99013,Device Recall  Custom General Biopsy Tray,General and Plastic Surgery Devices,0.811,medium,37.02,2.68,8466.18,1,0.742,
95524,Device Recall  Zimmer Tivanium Self Tapping Screw,Orthopedic Devices,0.29,high,,0.44,256.15,0,0.3,202.19
101844,BetterBladder,Cardiovascular Devices,0.46,low,33.61,1.11,4456.93,0,0.302,206.4
114748,Philips HeartStart XL+ Defibrillator/Monitor,Cardiovascular Devices,0.428,high,31.92,0.75,4789.43,0,0.418,206.23
116205,Malecot Nephrostomy Catheter Set,General and Plastic Surgery Devices,0.85,medium,37.17,2.99,9841.04,1,0.787,
58029,Device Recall  CODMAN CERTAS Programmable Valve,Neurological Devices,0.531,high,29.41,1.32,5514.29,1,0.525,211.89
20473,Device Recall  ARCHITECT,Clinical Chemistry and Clinical Toxicology Devices,0.585,medium,20.9,,5601.78,0,0.489,212.96
22653,Device Recall  SCANLAN Premier Jacobson Micro Scissors,Cardiovascular Devices,0.142,medium,30.16,-0.01,-59.12,0,0.148,200.88
97737,"Device Recall  Karl Storz  Electrode, cutting",Gastroenterology-Urology Devices,0.581,medium,,1.66,3869.44,0,0.487,213.57
33809,NeuroBalloon™ Catheter,Neurological Devices,0.848,low,37.39,2.87,12820.73,1,0.708,227.85
96842,Device Recall  Heartstart,Cardiovascular Devices,0.412,medium,32.34,0.95,3051.6,0,0.339,206.18
98655,Device Recall  DEPUY ASR ACETABULAR CUP SYSTEM,Orthopedic Devices,0.7,high,,3.91,7151.99,1,0.674,217.21
52635,AMS Ambicor,Gastroenterology-Urology Devices,0.393,medium,,0.61,2132.28,0,0.324,206.5
14509,Device Recall  Contender Postop Knee Brace,Physical Medicine Devices,0.145,medium,,-0.08,257.75,0,0.155,201.57
21283,Device Recall  Portex,Anesthesiology Devices,0.386,high,22.06,,2289.24,0,0.382,206.4
114678,CareFusion - AVEA Ventilator,Anesthesiology Devices,0.241,high,22.13,,815.93,0,0.295,203.78
56271,Device Recall  Control panel for mast roller pump 150/85,Cardiovascular Devices,0.362,medium,31.33,0.59,2120.06,0,0.293,205.17
17733,Device Recall  Angio kit,General and Plastic Surgery Devices,0.193,medium,25.58,0.02,1224.45,0,0.186,
22129,Device Recall  P.F.C.,Orthopedic Devices,0.575,high,,2.5,4593.28,1,0.553,213.58
109643,Datascope Intra-Aortic Balloon Pump,Cardiovascular Devices,0.161,low,31.28,0.07,358.46,0,0.086,200.2
101941,Custom Tubing Pack with Bioline Coating,Cardiovascular Devices,0.362,medium,31.83,0.57,2711.22,0,0.301,205.95
19212,Device Recall  PDS Plus Antibacterial monofilament syntheticabsorbable sutures,General and Plastic Surgery Devices,0.559,medium,29.7,1.32,4062.96,0,0.466,
47568,"FLOW-in C20, C30 and C40",Anesthesiology Devices,0.489,medium,23.96,,4121.93,0,0.399,209.37
102552,Terumo APS 1,Cardiovascular Devices,0.274,high,31.36,0.46,2222.27,0,0.319,204.33
8347,Balloon catheter TREK / MINI TREK,Cardiovascular Devices,0.311,low,31.25,0.38,556.5,0,0.173,204.12
53948,Hologic QDR 4500,Radiology Devices,0.181,low,25.54,-0.02,1314.85,0,0.093,211.16
19219,Device Recall  M53D Diluent,Hematology and Pathology Devices,0.264,medium,16.48,,859.43,0,0.236,204.74
103714,Baxter VITALHOLD Medium Catheter Stabilization Device,General Hospital and Personal Use Devices,0.686,high,30.06,,5518.4,1,0.674,218.73
22200,Device Recall  P.F.C.,Orthopedic Devices,0.209,high,,0.06,-26.59,0,0.252,201.98
15447,Device Recall  SOMATOM Definition Flash,Radiology Devices,0.156,high,25.73,0.35,645.06,0,0.237,211.48
23546,Device Recall  Modularis URO,Gastroenterology-Urology Devices,0.387,high,,0.83,2064.47,0,0.395,206.04
57645,Device Recall  VITEK 2 60 computer system,Immunology and Microbiology Devices,0.216,high,16.61,,1377.63,0,0.28,201.8
93798,Device Recall  Terumo APS 1,Cardiovascular Devices,0.43,high,32.13,0.85,3144.96,0,0.415,206.79
20795,Device Recall  Cronus,Cardiovascular Devices,0.134,medium,30.34,0.17,-43.4,0,0.149,200.93
57415,Device Recall  ELEKTA MOSAIQ SW,Radiology Devices,0.297,medium,27.16,0.44,2103.07,0,0.25,213.01
95460,Device Recall  Cook Urological Endoureterotomy Stent Set,Gastroenterology-Urology Devices,0.356,medium,,0.74,1645.7,0,0.3,205.03
57229,"Device Recall  0.5MM Diamond Ball, 7.3CM",Neurological Devices,0.109,high,25.47,0.03,210.66,0,0.205,200.12
97324,"Device Recall  JOURNEY "" UNI TIBIAL BASEPLATE, LEFT MEDIAL/RIGHT LATERAL",Orthopedic Devices,0.167,high,,0.02,236.2,0,0.236,202.03
77797,resuscitation systems in the version with a mixer,Anesthesiology Devices,0.298,high,21.43,,2008.49,0,0.323,202.94
17839,Device Recall  MRI,Radiology Devices,0.374,medium,29.47,1.08,2485.94,0,0.316,215.64
98294,Device Recall  Boston Scientific Synchro 2 Guidewire,Cardiovascular Devices,0.342,medium,31.88,0.36,2287.78,0,0.271,200.69
23846,Device Recall  AMS 700 Penile Prothesis,Gastroenterology-Urology Devices,0.557,medium,,1.58,4432.86,0,0.472,211.33
50853,Medrad Mark 7 Arterion Injection System,Cardiovascular Devices,0.554,medium,34.93,1.54,7009.85,1,0.473,211.51
98662,Device Recall  DEPUY ASR ACETABULAR CUP SYSTEM,Orthopedic Devices,0.316,high,,0.62,1558.79,0,0.334,203.98
54439,Smith & Nephew Aimer Endofemoral,Orthopedic Devices,0.547,high,,2.9,3700.69,1,0.531,211.59
54100,Continuous Ventilator/Continuous Ventilator with Respiratory Mechanics,Anesthesiology Devices,0.363,medium,23.31,,2635.03,0,0.307,204.59
93923,Device Recall  ProTimePROTIMEPST,Hematology and Pathology Devices,0.48,low,18.97,,3088.1,0,0.323,212.3
16732,Device Recall  Cardiosave,Cardiovascular Devices,0.608,medium,36.81,1.63,7668.3,1,0.532,216.81
53981,AccuSure,General Hospital and Personal Use Devices,0.668,low,28.35,,5446.67,1,0.501,218.52
21705,Device Recall  Advisor,Cardiovascular Devices,0.598,medium,34.66,2.06,7326.18,1,0.512,214.46
13021,Device Recall  NAMIC (TM) Convenience Kit,Cardiovascular Devices,0.152,high,29.76,-0.12,653.35,0,0.224,200.52
23796,Device Recall  POOLE Suction Instrument,General and Plastic Surgery Devices,0.713,high,33.65,1.95,7902.57,1,0.705,
23160,Device Recall  Proxima Set Up Pack III,General and Plastic Surgery Devices,0.427,medium,28.16,0.6,2669.91,0,0.351,
17711,"Device Recall  NonRebreather Oxygen Mask, Pediatric with Tubing",Anesthesiology Devices,0.556,medium,26.5,,5774.82,0,0.475,212.81
116922,Gel-E Donut and Squishon 2,General Hospital and Personal Use Devices,0.145,low,20.27,,45.2,0,0.068,199.2
55411,Device Recall  DuraMax Chronic Hemodialysis Catheter,Gastroenterology-Urology Devices,0.393,medium,,0.71,1686.94,0,0.322,206.48
50740,Stradi 4500  contains Devon Light Glove,General and Plastic Surgery Devices,0.705,high,33.41,2.01,7222.88,1,0.694,
94828,Device Recall  Atrium,General and Plastic Surgery Devices,0.659,high,31.73,1.75,6100.43,1,0.637,
22391,Device Recall  CONTAK RENEWAL 3 AVT and CONTAK RENEWAL 3 AVT HE,Cardiovascular Devices,0.446,medium,32.93,0.74,4105.72,0,0.367,208.6
15926,Device Recall  Calix P PEEK Lumbar System,Orthopedic Devices,0.257,medium,,0.12,603.22,0,0.211,201.76
94697,Device Recall  Triathlon TS Femoral Trial,Orthopedic Devices,0.63,high,,3.51,5841.0,1,0.608,213.48
49750,Perfusion System 8000,Cardiovascular Devices,0.187,high,30.85,0.3,519.8,0,0.252,200.76
19395,Device Recall  Straumann Emdogain,Dental Devices,0.683,medium,,3.21,4574.51,1,0.606,218.71
97660,Device Recall  Unicel Synchron Clinical Systems,Clinical Chemistry and Clinical Toxicology Devices,0.534,high,19.13,,5573.12,1,0.517,211.62
103333,"Zimmer Gender Solutions Natural Knee Flex System, Prolong Articular Surface,",Orthopedic Devices,0.403,high,,1.74,2701.53,0,0.418,207.07
98769,Device Recall  STRYKER NAVIGATION SYSTEM  iNtellect Cranial Navigation Software  Enable,Neurological Devices,0.154,medium,25.09,-0.04,897.7,0,0.161,201.73
53119,Medtronic,Cardiovascular Devices,0.329,high,31.92,0.88,1188.22,0,0.35,203.94
15946,Device Recall  Matrix Neuro Screwdriver Blade MQC/MR Conditional/Short,Orthopedic Devices,0.326,high,,0.7,1051.96,0,0.343,205.97
54071,TriState Centurion Port Access Tray,General Hospital and Personal Use Devices,0.202,medium,21.44,,891.52,0,0.198,201.4
39939,products listed in the attached Advisory Notice,Anesthesiology Devices,0.451,low,23.56,,2857.61,0,0.289,209.39
102835,Global Protection Corp,Obstetrical and Gynecological Devices,0.654,low,31.65,,5038.59,1,0.479,215.89
96399,Device Recall  GENERAL PROCEDURE KIT,Anesthesiology Devices,0.135,medium,19.84,,-259.75,0,0.141,199.27
17226,"Device Recall  CORFLO, PEG",Gastroenterology-Urology Devices,0.343,low,,0.66,1429.81,0,0.215,206.54
53431,Suinsa FlexiDT Table,Radiology Devices,0.389,high,27.81,0.89,1962.52,0,0.387,218.41
55205,Device Recall   IntelliVue Clinical Information Portfolio,Cardiovascular Devices,0.296,high,31.58,0.27,1319.48,0,0.314,201.88
101014,CareFusion,Neurological Devices,0.517,medium,30.0,0.85,4159.88,0,0.431,212.1
53948,Hologic QDR 4500,Radiology Devices,0.256,low,25.77,0.54,-22.95,0,0.135,212.06
98922,Device Recall  S5 C5System,Cardiovascular Devices,0.851,high,40.88,3.43,14474.26,1,0.854,228.77
19270,Device Recall  Liberty Select Cycler,Gastroenterology-Urology Devices,0.202,medium,,0.26,771.44,0,0.188,199.43
49683,6 MM X 35 MM X 150 MM HA COATED HALF PIN SST,Orthopedic Devices,0.305,high,,0.8,981.86,0,0.324,203.1
55195,Device Recall  Axiom Artis U,Radiology Devices,0.544,high,31.99,1.95,7790.84,1,0.531,221.81
58557,Device Recall  Versys Beaded Fullcoat Femoral Stem,Orthopedic Devices,0.362,high,,0.75,2486.91,0,0.37,205.0
95534,Device Recall  Microplasty Elite Instruments Vanguard Femoral Cutting Blocks,General and Plastic Surgery Devices,0.477,high,28.66,1.0,2275.2,0,0.459,
59177,"Device Recall  StandAlone Resuscitation, TPiece",Anesthesiology Devices,0.518,medium,24.94,,4473.59,0,0.429,211.04
56678,Device Recall  VITROS 4600 Chemistry System Software,Clinical Chemistry and Clinical Toxicology Devices,0.216,high,15.5,,1267.94,0,0.278,203.99
53576,OEC 7600 Mobile Fluoroscopy System,Radiology Devices,0.794,high,38.71,3.62,15745.37,1,0.781,236.14
15610,Device Recall  American Surgical,General Hospital and Personal Use Devices,0.389,high,23.44,,934.37,0,0.382,205.27
50867,"Sterile, OR0491  Arthroscopy Pk   surgical kit",General and Plastic Surgery Devices,0.85,high,37.07,3.0,10245.51,1,0.861,
52232,Broselow,Cardiovascular Devices,0.614,medium,36.02,1.81,7958.66,1,0.53,215.45
484,monitor system EV1000 - Edwards,Cardiovascular Devices,0.703,low,36.78,2.53,10303.93,0,0.541,220.86
102054,Konica Minolta,Radiology Devices,0.264,low,27.48,0.38,1078.67,0,0.154,214.39
19499,Device Recall  STAIA PACK IGE IIIgE,Immunology and Microbiology Devices,0.298,medium,16.9,,1790.93,0,0.26,203.84
17910,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.193,high,,0.08,75.18,0,0.244,201.23
104069,Synthes Spiral Blade Component of the Synthes Modular Blade Plate System,Orthopedic Devices,0.404,high,,1.29,1924.92,0,0.406,208.15
18359,Device Recall  Platinium DR DF4 1540,Cardiovascular Devices,0.453,medium,33.12,1.25,3487.28,0,0.38,209.0
17042,Device Recall  Plastic Kit,General and Plastic Surgery Devices,0.396,high,27.78,0.56,1739.34,0,0.392,
6824,guardian ii hemostatic valve guardian ii hemostasis valve / vascular solutions,Cardiovascular Devices,0.195,low,29.95,0.08,1701.59,0,0.102,200.84
60623,Device Recall  APTUS Ulna Shortening 2.5,Orthopedic Devices,0.134,low,,0.05,2.14,0,0.065,200.88
66917,Guardian II and Guardian II NC HV w/GWI,Cardiovascular Devices,0.221,low,31.75,0.09,817.33,0,0.121,200.66
54636,Vortex VX Port,General Hospital and Personal Use Devices,0.369,medium,22.27,,2033.65,0,0.299,202.86
100912,Glucose Hexokinase (Liquid) Reagent,Clinical Chemistry and Clinical Toxicology Devices,0.059,low,15.41,,596.6,0,0.039,200.91
53709,COROSKOP HSACS XRay System,Radiology Devices,0.183,high,25.77,0.39,915.28,0,0.249,210.74
57832,Device Recall  Wallace SurePro Two Stage Embryo Replacement  Catheter with Obturator,Obstetrical and Gynecological Devices,0.217,high,26.01,,276.34,0,0.264,200.86
99763,Crystal Metal Disposable Blades,Anesthesiology Devices,0.407,low,23.55,,2814.4,0,0.253,205.22
54349,Shiley Low Pressure Cuffed Tracheostomy Tube,Anesthesiology Devices,0.177,high,19.69,,942.67,0,0.245,201.87
23115,Device Recall  AccuChek,General Hospital and Personal Use Devices,0.784,medium,32.47,,7393.65,1,0.711,224.47
